time,epoch,type,loss,accuracy,precision,recall,f_score
1669748928.3033981,1,train,0.42098560823114356,0.8636538982391357,0.4684442899099553,0.4890665550985416,0.4684504714652431
1669748985.99875,1,eval,0.2657075737052179,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669749168.6532216,2,train,0.2407413466242883,0.9233664274215698,0.4616818711474752,0.5,0.4797008761248331
1669749226.246398,2,eval,0.22315327445323846,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669749408.9651291,3,train,0.21092962117029482,0.9233662486076355,0.4616818711474752,0.5,0.4797008761248331
1669749466.6990674,3,eval,0.19196759500582825,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669749649.2947502,4,train,0.17591307373305964,0.9234737753868103,0.462930062599571,0.5006071472075035,0.48049071199776816
1669749707.019744,4,eval,0.15348232040212725,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669749889.9873388,5,train,0.13713946786317577,0.9287627339363098,0.5334494252053614,0.5446106448694411,0.532229066918954
1669749947.6746755,5,eval,0.11466383991979788,0.9419186115264893,0.6841494370440705,0.6463070788492274,0.6490849725626481
