time,epoch,type,loss,accuracy,precision,recall,f_score
1670065841.641945,1,train,0.19610272076269664,0.9371756315231323,0.5496989451772089,0.5371059166091748,0.5284113358538924
1670065843.6192486,1,eval,0.10754218362271786,0.9548040628433228,0.8319582827740419,0.8033789976842435,0.8054763273876737
1670066172.017307,2,train,0.11011747374425658,0.9533563256263733,0.7375355737695816,0.6810535045443791,0.6875240201261549
1670066173.8619125,2,eval,0.10614344123750925,0.9598040580749512,0.8507575856456864,0.8528289927399741,0.8384458867829091
1670066503.6474266,3,train,0.09949655283317907,0.958272397518158,0.7653996907792007,0.7154299134221249,0.7190212704467257
1670066505.4770353,3,eval,0.10619388893246651,0.9593138694763184,0.8465130921545135,0.8594580200487935,0.8389007781057035
1670066834.7465546,4,train,0.09241123999112583,0.9618110656738281,0.784195456591684,0.7405009053715244,0.7425192459571841
1670066836.596585,4,eval,0.10884176082909107,0.9571569561958313,0.8482630273001639,0.8124159729460022,0.8087056717243163
1670067165.9579642,5,train,0.08613746226361989,0.9643606543540955,0.7986711901269038,0.7614767829284016,0.7618641066781251
1670067167.8021789,5,eval,0.10702727008610964,0.9591177105903625,0.8500395484119302,0.8400447360792997,0.8287520918916659
1670067496.8618221,6,train,0.08042378918633292,0.9669968485832214,0.8137199942322352,0.7766965968178778,0.7777364519819401
1670067498.6962562,6,eval,0.10603286810219288,0.9608824849128723,0.8512982200965661,0.8668690863990607,0.8446462521708332
1670067828.8686552,7,train,0.07536787651388194,0.9686380624771118,0.8223650736851382,0.7897099892931483,0.7896270139015802
1670067830.7145386,7,eval,0.10748072955757379,0.9603922963142395,0.8481668519814477,0.8666438548769264,0.8430467617225709
1670068160.1794844,8,train,0.07061374992978962,0.9712499976158142,0.8328261517087805,0.8055329613803951,0.8045363830999952
1670068162.0142312,8,eval,0.10799981728196144,0.9608824849128723,0.8459862336757791,0.8730414463411666,0.847176725964203
1670068491.7218542,9,train,0.06575236652357316,0.973453164100647,0.8451069590738418,0.8214032748031534,0.8196319862034351
1670068493.565863,9,eval,0.11001918744295835,0.9612746238708496,0.8444561300989454,0.8854716807189307,0.8521168779041781
1670068822.917273,10,train,0.06187698624471421,0.9748626351356506,0.8525334781316574,0.8305883856794454,0.8288505230493428
1670068824.750713,10,eval,0.11224501430988312,0.9607844352722168,0.8466645230490842,0.8716558960081231,0.8453982276981806
