time,epoch,type,loss,accuracy,precision,recall,f_score
1670079735.9589548,1,train,0.4670078410247786,0.8528819680213928,0.4797604912315171,0.49058331013134765,0.4707449040974798
1670079737.814898,1,eval,0.31691116839647293,0.9343137145042419,0.46715686274509804,0.5,0.4829958787210643
1670079764.763563,2,train,0.3118051697986316,0.907940149307251,0.45840805323926825,0.5044021540341748,0.47871454471014785
1670079766.6076133,2,eval,0.26093685030937197,0.9343137145042419,0.46715686274509804,0.5,0.4829958787210643
1670079793.30967,3,train,0.29026726198143665,0.9079748392105103,0.4584119566035594,0.504424778761062,0.4787256355741172
1670079795.140818,3,eval,0.2547116592526436,0.9343137145042419,0.46715686274509804,0.5,0.4829958787210643
1670079821.7989438,4,train,0.27212902685973495,0.9080096483230591,0.4672766162250796,0.5045638313769115,0.47900786896608655
1670079823.6216261,4,eval,0.22748549580574035,0.9343137145042419,0.46715686274509804,0.5,0.4829958787210643
1670079850.1539562,5,train,0.25260414605119585,0.9085127115249634,0.520007228096258,0.5072835779617533,0.484353129342816
1670079851.977616,5,eval,0.2308645725250244,0.9385294318199158,0.7448994048995021,0.5377035046833171,0.5495733414342368
1670079878.4915476,6,train,0.23253911555604598,0.9134781956672668,0.7293169384343005,0.541877371938842,0.5403292753966593
1670079880.3141632,6,eval,0.2041054606437683,0.9433334469795227,0.8050101182042928,0.6197553437063644,0.6580627137988156
1670079906.759692,7,train,0.2163854407196024,0.9217750430107117,0.8147604932834716,0.6115241016027401,0.630044538316624
1670079908.5833561,7,eval,0.20892208591103553,0.9416667222976685,0.7812807695129339,0.6767175191835622,0.7091714385240829
1670079934.957899,8,train,0.204030020805323,0.9288861155509949,0.8410573357052255,0.6861877359244207,0.7108937327984717
1670079936.7820628,8,eval,0.20696138516068457,0.9398040175437927,0.7656758219945516,0.7005205126948537,0.7218738096928577
1670079963.2610044,9,train,0.1933133052744433,0.9330519437789917,0.8398211040321225,0.7367824538800276,0.7515807943673194
1670079965.0857804,9,eval,0.20775613337755203,0.9381374716758728,0.7551387651116062,0.7252921745511234,0.7321540242138391
1670079991.640913,10,train,0.18458148685440554,0.9355514049530029,0.8386306258574254,0.7546618805621901,0.7646480801068892
1670079993.4639192,10,eval,0.23294578343629838,0.9379412531852722,0.7547026130707138,0.7840236266548912,0.760374281641011
