time,epoch,type,loss,accuracy,precision,recall,f_score
1669750140.3562562,1,train,0.42887553197471096,0.8681132793426514,0.46519220443105624,0.4853291514267867,0.46783082656246594
1669750198.230613,1,eval,0.2822905729332333,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669750381.4204373,2,train,0.24746836888252133,0.9233670830726624,0.46168187114747483,0.5,0.47970087612483336
1669750439.3101974,2,eval,0.23315431320964583,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669750622.3278434,3,train,0.2220657245563498,0.9233659505844116,0.46168187114747505,0.5,0.47970087612483314
1669750680.2053611,3,eval,0.2110647112396579,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669750863.3270488,4,train,0.1980073864609357,0.9233666062355042,0.46168187114747555,0.5,0.4797008761248334
1669750921.0010657,4,eval,0.1771939528526433,0.9233657121658325,0.46168187114747544,0.5,0.4797008761248334
1669751103.987103,5,train,0.1548698195245232,0.9244727492332458,0.4783509577202186,0.5103283479760434,0.4917582192531392
1669751161.6766312,5,eval,0.12567060586339363,0.9315505623817444,0.5751600908429444,0.5718991606227791,0.5633985095544715
