time,epoch,type,loss,accuracy,precision,recall,f_score
1670085934.8725896,1,train,0.32541570604722725,0.8627758622169495,0.44806369434886245,0.5038768514769509,0.46967133383227855
1670085973.5194547,1,eval,0.1678218561310059,0.9246861338615417,0.4781129072148181,0.5083808117676457,0.49019252644267897
1670086622.2418633,2,train,0.15584129349066103,0.9294568300247192,0.7999941525006218,0.7862090374351111,0.7724263792761592
1670086660.7712355,2,eval,0.11061056825404494,0.9513674378395081,0.8206663327413621,0.8752382865315772,0.8247910354419795
1670087309.6156795,3,train,0.12507237735921267,0.9464766383171082,0.8678307581390852,0.877357367723649,0.8542624481502269
1670087348.0565093,3,eval,0.10679136759345274,0.9516098499298096,0.8248398322887914,0.8889260820877446,0.8323745571120621
1670087996.3254566,4,train,0.115923777028692,0.950732409954071,0.8769060253633563,0.8882203565292139,0.8651805017398658
1670088034.7459114,4,eval,0.10485433491207294,0.9519054889678955,0.8261389442883187,0.8907608517224783,0.8339247705798474
1670088683.4602988,5,train,0.110772396422439,0.9533794522285461,0.882323241960609,0.8948247763028887,0.8719282680899924
1670088722.1147022,5,eval,0.10095068232512114,0.9537184238433838,0.8350385389767159,0.8950060512451273,0.8412937777592038
1670089371.1653535,6,train,0.10551963717705137,0.9555695056915283,0.886679340545697,0.8975834711243537,0.8760149329429612
1670089409.5990348,6,eval,0.10052129987856159,0.954074501991272,0.8391474440810599,0.8993547301793481,0.8449239853785003
1670090058.5694554,7,train,0.10137974470978127,0.9569692015647888,0.8912272414656033,0.9023693064424008,0.8811466168565905
1670090097.0281699,7,eval,0.10115643590688705,0.9537363648414612,0.8384886556295416,0.9024409637166675,0.8454459703582021
1670090745.6899505,8,train,0.09781651259408497,0.9590895175933838,0.8959443155424281,0.9057373811174261,0.8857197989674052
1670090784.202171,8,eval,0.09758475004883611,0.9553773999214172,0.8449442409071952,0.8995177738346437,0.8482636876247239
1670091433.5112782,9,train,0.09442381338640145,0.9605911374092102,0.8991759644286587,0.91088628542247,0.8901757248444285
1670091472.1890478,9,eval,0.09849970239087713,0.9550694823265076,0.8454113206847318,0.9050578450716597,0.851061646115538
1670092121.2881067,10,train,0.0919900407504005,0.9616172313690186,0.9009699733122005,0.9123956820029454,0.8924118899110166
1670092159.9103343,10,eval,0.09628930669327665,0.9561871290206909,0.8490645664896703,0.9046448749015394,0.8533270319278986
